AddressLine,PostalCode,City,Canton,HomeLatitude,HomeLongitude,Vendor,Model,SerialNumber,Name,Firmware,PurchaseDate,LatestMaintenance,PortNumber,Timezone,Timestamp,Longitude,Latitude,DeviceState,BatteryLevel
Via ai Monti 8,6600,Locarno,Ticino,46.173900,8.799000,Husqvarna,Automower 315,HUSQ-315-9001,Lago Verde,3.2.1,2021-03-15,2024-06-25,5000,Europe/Zurich,2024-03-27 09:48:00,8.798900,46.173920,Paused,89
Via ai Monti 8,6600,Locarno,Ticino,46.173900,8.799000,Husqvarna,Automower 315,HUSQ-315-9001,Lago Verde,3.2.1,2021-03-15,2024-06-25,5000,Europe/Zurich,2024-03-27 09:56:00,8.799000,46.173970,Mowing,87
Via ai Monti 8,6600,Locarno,Ticino,46.173900,8.799000,Husqvarna,Automower 315,HUSQ-315-9001,Lago Verde,3.2.1,2021-03-15,2024-06-25,5000,Europe/Zurich,2024-03-27 10:06:00,8.799042,46.173980,Mowing,84
Via ai Monti 8,6600,Locarno,Ticino,46.173900,8.799000,Husqvarna,Automower 315,HUSQ-315-9001,Lago Verde,3.2.1,2021-03-15,2024-06-25,5000,Europe/Zurich,2024-03-27 10:14:00,8.799000,46.173900,ReturningToStation,82
Via ai Monti 8,6600,Locarno,Ticino,46.173900,8.799000,Husqvarna,Automower 315,HUSQ-315-9001,Lago Verde,3.2.1,2021-03-15,2024-06-25,5000,Europe/Zurich,2024-03-27 10:23:00,8.799000,46.173900,StationCharging,82
Via ai Monti 8,6600,Locarno,Ticino,46.173900,8.799000,Husqvarna,Automower 315,HUSQ-315-9001,Lago Verde,3.2.1,2021-03-15,2024-06-25,5000,Europe/Zurich,2024-03-27 10:44:00,8.799000,46.173900,StationChargingCompleted,100
Via ai Monti 8,6600,Locarno,Ticino,46.173900,8.799000,Husqvarna,Automower 315,HUSQ-315-9001,Lago Verde,3.2.1,2021-03-15,2024-06-25,5000,Europe/Zurich,2024-04-12 09:05:00,8.799000,46.173900,StationChargingCompleted,100
Via ai Monti 8,6600,Locarno,Ticino,46.173900,8.799000,Husqvarna,Automower 315,HUSQ-315-9001,Lago Verde,3.2.1,2021-03-15,2024-06-25,5000,Europe/Zurich,2024-04-12 09:11:00,8.799027,46.173911,Mowing,99
Via ai Monti 8,6600,Locarno,Ticino,46.173900,8.799000,Husqvarna,Automower 315,HUSQ-315-9001,Lago Verde,3.2.1,2021-03-15,2024-06-25,5000,Europe/Zurich,2024-04-12 09:17:00,8.799092,46.173908,Mowing,97
Via ai Monti 8,6600,Locarno,Ticino,46.173900,8.799000,Husqvarna,Automower 315,HUSQ-315-9001,Lago Verde,3.2.1,2021-03-15,2024-06-25,5000,Europe/Zurich,2024-04-12 09:25:00,8.799111,46.173944,Mowing,94
Via ai Monti 8,6600,Locarno,Ticino,46.173900,8.799000,Husqvarna,Automower 315,HUSQ-315-9001,Lago Verde,3.2.1,2021-03-15,2024-06-25,5000,Europe/Zurich,2024-04-12 09:37:00,8.799120,46.173990,Mowing,92
Via ai Monti 8,6600,Locarno,Ticino,46.173900,8.799000,Husqvarna,Automower 315,HUSQ-315-9001,Lago Verde,3.2.1,2021-03-15,2024-06-25,5000,Europe/Zurich,2024-04-12 09:51:00,8.799079,46.173980,Mowing,89
Via ai Monti 8,6600,Locarno,Ticino,46.173900,8.799000,Husqvarna,Automower 315,HUSQ-315-9001,Lago Verde,3.2.1,2021-03-15,2024-06-25,5000,Europe/Zurich,2024-04-12 09:54:00,8.799079,46.173980,Paused,89
Via ai Monti 8,6600,Locarno,Ticino,46.173900,8.799000,Husqvarna,Automower 315,HUSQ-315-9001,Lago Verde,3.2.1,2021-03-15,2024-06-25,5000,Europe/Zurich,2024-04-12 09:59:00,8.799079,46.173980,Mowing,88
Via ai Monti 8,6600,Locarno,Ticino,46.173900,8.799000,Husqvarna,Automower 315,HUSQ-315-9001,Lago Verde,3.2.1,2021-03-15,2024-06-25,5000,Europe/Zurich,2024-04-12 10:07:00,8.798911,46.173930,Mowing,85
Via ai Monti 8,6600,Locarno,Ticino,46.173900,8.799000,Husqvarna,Automower 315,HUSQ-315-9001,Lago Verde,3.2.1,2021-03-15,2024-06-25,5000,Europe/Zurich,2024-04-12 10:14:00,8.799110,46.173870,Error,83
Via ai Monti 8,6600,Locarno,Ticino,46.173900,8.799000,Husqvarna,Automower 315,HUSQ-315-9001,Lago Verde,3.2.1,2021-03-15,2024-06-25,5000,Europe/Zurich,2024-04-12 10:18:00,8.799110,46.173870,Paused,83
Via ai Monti 8,6600,Locarno,Ticino,46.173900,8.799000,Husqvarna,Automower 315,HUSQ-315-9001,Lago Verde,3.2.1,2021-03-15,2024-06-25,5000,Europe/Zurich,2024-04-12 10:22:00,8.798900,46.173900,Mowing,82
Via ai Monti 8,6600,Locarno,Ticino,46.173900,8.799000,Husqvarna,Automower 315,HUSQ-315-9001,Lago Verde,3.2.1,2021-03-15,2024-06-25,5000,Europe/Zurich,2024-04-12 10:35:00,8.799100,46.173985,Mowing,78
Via ai Monti 8,6600,Locarno,Ticino,46.173900,8.799000,Husqvarna,Automower 315,HUSQ-315-9001,Lago Verde,3.2.1,2021-03-15,2024-06-25,5000,Europe/Zurich,2024-04-12 10:47:00,8.799000,46.173900,ReturningToStation,75
Via ai Monti 8,6600,Locarno,Ticino,46.173900,8.799000,Husqvarna,Automower 315,HUSQ-315-9001,Lago Verde,3.2.1,2021-03-15,2024-06-25,5000,Europe/Zurich,2024-04-12 10:54:00,8.799000,46.173900,StationCharging,75
Via ai Monti 8,6600,Locarno,Ticino,46.173900,8.799000,Husqvarna,Automower 315,HUSQ-315-9001,Lago Verde,3.2.1,2021-03-15,2024-06-25,5000,Europe/Zurich,2024-04-12 11:06:00,8.799000,46.173900,StationChargingCompleted,100
Via ai Monti 8,6600,Locarno,Ticino,46.173900,8.799000,Husqvarna,Automower 315,HUSQ-315-9001,Lago Verde,3.2.1,2021-03-15,2024-06-25,5000,Europe/Zurich,2024-04-28 07:59:00,8.799000,46.173900,StationChargingCompleted,100
Via ai Monti 8,6600,Locarno,Ticino,46.173900,8.799000,Husqvarna,Automower 315,HUSQ-315-9001,Lago Verde,3.2.1,2021-03-15,2024-06-25,5000,Europe/Zurich,2024-04-28 08:05:00,8.799028,46.173913,Mowing,99
Via ai Monti 8,6600,Locarno,Ticino,46.173900,8.799000,Husqvarna,Automower 315,HUSQ-315-9001,Lago Verde,3.2.1,2021-03-15,2024-06-25,5000,Europe/Zurich,2024-04-28 08:14:00,8.799098,46.173917,Mowing,98
Via ai Monti 8,6600,Locarno,Ticino,46.173900,8.799000,Husqvarna,Automower 315,HUSQ-315-9001,Lago Verde,3.2.1,2021-03-15,2024-06-25,5000,Europe/Zurich,2024-04-28 08:24:00,8.799020,46.173875,Mowing,96
Via ai Monti 8,6600,Locarno,Ticino,46.173900,8.799000,Husqvarna,Automower 315,HUSQ-315-9001,Lago Verde,3.2.1,2021-03-15,2024-06-25,5000,Europe/Zurich,2024-04-28 08:32:00,8.799079,46.173980,Paused,96
Via ai Monti 8,6600,Locarno,Ticino,46.173900,8.799000,Husqvarna,Automower 315,HUSQ-315-9001,Lago Verde,3.2.1,2021-03-15,2024-06-25,5000,Europe/Zurich,2024-04-28 08:38:00,8.799079,46.173980,Mowing,95
Via ai Monti 8,6600,Locarno,Ticino,46.173900,8.799000,Husqvarna,Automower 315,HUSQ-315-9001,Lago Verde,3.2.1,2021-03-15,2024-06-25,5000,Europe/Zurich,2024-04-28 08:44:00,8.799111,46.173944,Mowing,93
Via ai Monti 8,6600,Locarno,Ticino,46.173900,8.799000,Husqvarna,Automower 315,HUSQ-315-9001,Lago Verde,3.2.1,2021-03-15,2024-06-25,5000,Europe/Zurich,2024-04-28 08:52:00,8.799111,46.173944,Error,93
Via ai Monti 8,6600,Locarno,Ticino,46.173900,8.799000,Husqvarna,Automower 315,HUSQ-315-9001,Lago Verde,3.2.1,2021-03-15,2024-06-25,5000,Europe/Zurich,2024-04-28 09:00:00,8.799111,46.173944,Paused,93
Via ai Monti 8,6600,Locarno,Ticino,46.173900,8.799000,Husqvarna,Automower 315,HUSQ-315-9001,Lago Verde,3.2.1,2021-03-15,2024-06-25,5000,Europe/Zurich,2024-04-28 09:15:00,8.798911,46.173930,Mowing,92
Via ai Monti 8,6600,Locarno,Ticino,46.173900,8.799000,Husqvarna,Automower 315,HUSQ-315-9001,Lago Verde,3.2.1,2021-03-15,2024-06-25,5000,Europe/Zurich,2024-04-28 09:26:00,8.799110,46.173870,Mowing,90
Via ai Monti 8,6600,Locarno,Ticino,46.173900,8.799000,Husqvarna,Automower 315,HUSQ-315-9001,Lago Verde,3.2.1,2021-03-15,2024-06-25,5000,Europe/Zurich,2024-04-28 09:39:00,8.799041,46.173984,Mowing,87
Via ai Monti 8,6600,Locarno,Ticino,46.173900,8.799000,Husqvarna,Automower 315,HUSQ-315-9001,Lago Verde,3.2.1,2021-03-15,2024-06-25,5000,Europe/Zurich,2024-04-28 09:48:00,8.799000,46.173900,ReturningToStation,85
Via ai Monti 8,6600,Locarno,Ticino,46.173900,8.799000,Husqvarna,Automower 315,HUSQ-315-9001,Lago Verde,3.2.1,2021-03-15,2024-06-25,5000,Europe/Zurich,2024-04-28 09:53:00,8.799000,46.173900,StationCharging,85
Via ai Monti 8,6600,Locarno,Ticino,46.173900,8.799000,Husqvarna,Automower 315,HUSQ-315-9001,Lago Verde,3.2.1,2021-03-15,2024-06-25,5000,Europe/Zurich,2024-04-28 10:14:00,8.799000,46.173900,StationChargingCompleted,100
Via ai Monti 8,6600,Locarno,Ticino,46.173900,8.799000,Husqvarna,Automower 315,HUSQ-315-9001,Lago Verde,3.2.1,2021-03-15,2024-06-25,5000,Europe/Zurich,2024-05-12 09:39:00,8.799000,46.173900,StationChargingCompleted,100
Via ai Monti 8,6600,Locarno,Ticino,46.173900,8.799000,Husqvarna,Automower 315,HUSQ-315-9001,Lago Verde,3.2.1,2021-03-15,2024-06-25,5000,Europe/Zurich,2024-05-12 09:45:00,8.799040,46.174020,Mowing,99
Via ai Monti 8,6600,Locarno,Ticino,46.173900,8.799000,Husqvarna,Automower 315,HUSQ-315-9001,Lago Verde,3.2.1,2021-03-15,2024-06-25,5000,Europe/Zurich,2024-05-12 09:49:00,8.798920,46.173950,Mowing,97
Via ai Monti 8,6600,Locarno,Ticino,46.173900,8.799000,Husqvarna,Automower 315,HUSQ-315-9001,Lago Verde,3.2.1,2021-03-15,2024-06-25,5000,Europe/Zurich,2024-05-12 09:55:00,8.799029,46.173922,Mowing,95
Via ai Monti 8,6600,Locarno,Ticino,46.173900,8.799000,Husqvarna,Automower 315,HUSQ-315-9001,Lago Verde,3.2.1,2021-03-15,2024-06-25,5000,Europe/Zurich,2024-05-12 10:02:00,8.799100,46.173900,Mowing,92
Via ai Monti 8,6600,Locarno,Ticino,46.173900,8.799000,Husqvarna,Automower 315,HUSQ-315-9001,Lago Verde,3.2.1,2021-03-15,2024-06-25,5000,Europe/Zurich,2024-05-12 10:17:00,8.798980,46.173990,Paused,90
Via ai Monti 8,6600,Locarno,Ticino,46.173900,8.799000,Husqvarna,Automower 315,HUSQ-315-9001,Lago Verde,3.2.1,2021-03-15,2024-06-25,5000,Europe/Zurich,2024-05-12 10:29:00,8.798980,46.173990,Mowing,89
Via ai Monti 8,6600,Locarno,Ticino,46.173900,8.799000,Husqvarna,Automower 315,HUSQ-315-9001,Lago Verde,3.2.1,2021-03-15,2024-06-25,5000,Europe/Zurich,2024-05-12 10:41:00,8.798900,46.174000,Mowing,87
Via ai Monti 8,6600,Locarno,Ticino,46.173900,8.799000,Husqvarna,Automower 315,HUSQ-315-9001,Lago Verde,3.2.1,2021-03-15,2024-06-25,5000,Europe/Zurich,2024-05-12 10:55:00,8.799070,46.173940,Error,86
Via ai Monti 8,6600,Locarno,Ticino,46.173900,8.799000,Husqvarna,Automower 315,HUSQ-315-9001,Lago Verde,3.2.1,2021-03-15,2024-06-25,5000,Europe/Zurich,2024-05-12 10:59:00,8.799070,46.173940,Paused,86
Via ai Monti 8,6600,Locarno,Ticino,46.173900,8.799000,Husqvarna,Automower 315,HUSQ-315-9001,Lago Verde,3.2.1,2021-03-15,2024-06-25,5000,Europe/Zurich,2024-05-12 11:13:00,8.799070,46.173940,ReturningToStation,85
Via ai Monti 8,6600,Locarno,Ticino,46.173900,8.799000,Husqvarna,Automower 315,HUSQ-315-9001,Lago Verde,3.2.1,2021-03-15,2024-06-25,5000,Europe/Zurich,2024-05-12 11:29:00,8.799000,46.173900,StationCharging,85
Via ai Monti 8,6600,Locarno,Ticino,46.173900,8.799000,Husqvarna,Automower 315,HUSQ-315-9001,Lago Verde,3.2.1,2021-03-15,2024-06-25,5000,Europe/Zurich,2024-05-12 11:59:00,8.799000,46.173900,StationChargingCompleted,100
Via ai Monti 8,6600,Locarno,Ticino,46.173900,8.799000,Husqvarna,Automower 315,HUSQ-315-9001,Lago Verde,3.2.1,2021-03-15,2024-06-25,5000,Europe/Zurich,2024-05-27 10:00:00,8.799000,46.173900,StationChargingCompleted,100
Via ai Monti 8,6600,Locarno,Ticino,46.173900,8.799000,Husqvarna,Automower 315,HUSQ-315-9001,Lago Verde,3.2.1,2021-03-15,2024-06-25,5000,Europe/Zurich,2024-05-27 10:06:00,8.799041,46.173984,Mowing,97
Via ai Monti 8,6600,Locarno,Ticino,46.173900,8.799000,Husqvarna,Automower 315,HUSQ-315-9001,Lago Verde,3.2.1,2021-03-15,2024-06-25,5000,Europe/Zurich,2024-05-27 10:13:00,8.799059,46.173943,Mowing,95
Via ai Monti 8,6600,Locarno,Ticino,46.173900,8.799000,Husqvarna,Automower 315,HUSQ-315-9001,Lago Verde,3.2.1,2021-03-15,2024-06-25,5000,Europe/Zurich,2024-05-27 10:21:00,8.798981,46.173900,Mowing,92
Via ai Monti 8,6600,Locarno,Ticino,46.173900,8.799000,Husqvarna,Automower 315,HUSQ-315-9001,Lago Verde,3.2.1,2021-03-15,2024-06-25,5000,Europe/Zurich,2024-05-27 10:32:00,8.799123,46.173975,Mowing,90
Via ai Monti 8,6600,Locarno,Ticino,46.173900,8.799000,Husqvarna,Automower 315,HUSQ-315-9001,Lago Verde,3.2.1,2021-03-15,2024-06-25,5000,Europe/Zurich,2024-05-27 10:41:00,8.799123,46.173975,Paused,90
Via ai Monti 8,6600,Locarno,Ticino,46.173900,8.799000,Husqvarna,Automower 315,HUSQ-315-9001,Lago Verde,3.2.1,2021-03-15,2024-06-25,5000,Europe/Zurich,2024-05-27 10:49:00,8.799123,46.173975,Mowing,89
Via ai Monti 8,6600,Locarno,Ticino,46.173900,8.799000,Husqvarna,Automower 315,HUSQ-315-9001,Lago Verde,3.2.1,2021-03-15,2024-06-25,5000,Europe/Zurich,2024-05-27 10:58:00,8.799123,46.173975,Error,88
Via ai Monti 8,6600,Locarno,Ticino,46.173900,8.799000,Husqvarna,Automower 315,HUSQ-315-9001,Lago Verde,3.2.1,2021-03-15,2024-06-25,5000,Europe/Zurich,2024-05-27 11:02:00,8.799123,46.173975,Paused,88
Via ai Monti 8,6600,Locarno,Ticino,46.173900,8.799000,Husqvarna,Automower 315,HUSQ-315-9001,Lago Verde,3.2.1,2021-03-15,2024-06-25,5000,Europe/Zurich,2024-05-27 11:10:00,8.798921,46.173900,Mowing,87
Via ai Monti 8,6600,Locarno,Ticino,46.173900,8.799000,Husqvarna,Automower 315,HUSQ-315-9001,Lago Verde,3.2.1,2021-03-15,2024-06-25,5000,Europe/Zurich,2024-05-27 11:15:00,8.799000,46.173900,ReturningToStation,85
Via ai Monti 8,6600,Locarno,Ticino,46.173900,8.799000,Husqvarna,Automower 315,HUSQ-315-9001,Lago Verde,3.2.1,2021-03-15,2024-06-25,5000,Europe/Zurich,2024-05-27 11:30:00,8.799000,46.173900,StationCharging,85
Via ai Monti 8,6600,Locarno,Ticino,46.173900,8.799000,Husqvarna,Automower 315,HUSQ-315-9001,Lago Verde,3.2.1,2021-03-15,2024-06-25,5000,Europe/Zurich,2024-05-27 11:55:00,8.799000,46.173900,StationChargingCompleted,100
Via ai Monti 8,6600,Locarno,Ticino,46.173900,8.799000,Husqvarna,Automower 315,HUSQ-315-9001,Lago Verde,3.2.1,2021-03-15,2024-06-25,5000,Europe/Zurich,2024-06-08 09:00:00,8.799000,46.173900,StationChargingCompleted,100
Via ai Monti 8,6600,Locarno,Ticino,46.173900,8.799000,Husqvarna,Automower 315,HUSQ-315-9001,Lago Verde,3.2.1,2021-03-15,2024-06-25,5000,Europe/Zurich,2024-06-08 09:08:00,8.799050,46.173910,Mowing,97
Via ai Monti 8,6600,Locarno,Ticino,46.173900,8.799000,Husqvarna,Automower 315,HUSQ-315-9001,Lago Verde,3.2.1,2021-03-15,2024-06-25,5000,Europe/Zurich,2024-06-08 09:21:00,8.799031,46.173920,Mowing,94
Via ai Monti 8,6600,Locarno,Ticino,46.173900,8.799000,Husqvarna,Automower 315,HUSQ-315-9001,Lago Verde,3.2.1,2021-03-15,2024-06-25,5000,Europe/Zurich,2024-06-08 09:32:00,8.798990,46.173930,Mowing,91
Via ai Monti 8,6600,Locarno,Ticino,46.173900,8.799000,Husqvarna,Automower 315,HUSQ-315-9001,Lago Verde,3.2.1,2021-03-15,2024-06-25,5000,Europe/Zurich,2024-06-08 09:45:00,8.799120,46.173950,Paused,89
Via ai Monti 8,6600,Locarno,Ticino,46.173900,8.799000,Husqvarna,Automower 315,HUSQ-315-9001,Lago Verde,3.2.1,2021-03-15,2024-06-25,5000,Europe/Zurich,2024-06-08 09:59:00,8.799120,46.173950,Mowing,88
Via ai Monti 8,6600,Locarno,Ticino,46.173900,8.799000,Husqvarna,Automower 315,HUSQ-315-9001,Lago Verde,3.2.1,2021-03-15,2024-06-25,5000,Europe/Zurich,2024-06-08 10:07:00,8.798980,46.173990,Mowing,86
Via ai Monti 8,6600,Locarno,Ticino,46.173900,8.799000,Husqvarna,Automower 315,HUSQ-315-9001,Lago Verde,3.2.1,2021-03-15,2024-06-25,5000,Europe/Zurich,2024-06-08 10:22:00,8.799100,46.173990,Mowing,83
Via ai Monti 8,6600,Locarno,Ticino,46.173900,8.799000,Husqvarna,Automower 315,HUSQ-315-9001,Lago Verde,3.2.1,2021-03-15,2024-06-25,5000,Europe/Zurich,2024-06-08 10:34:00,8.799100,46.173990,Error,82
Via ai Monti 8,6600,Locarno,Ticino,46.173900,8.799000,Husqvarna,Automower 315,HUSQ-315-9001,Lago Verde,3.2.1,2021-03-15,2024-06-25,5000,Europe/Zurich,2024-06-08 10:39:00,8.799100,46.173990,Paused,82
Via ai Monti 8,6600,Locarno,Ticino,46.173900,8.799000,Husqvarna,Automower 315,HUSQ-315-9001,Lago Verde,3.2.1,2021-03-15,2024-06-25,5000,Europe/Zurich,2024-06-08 10:53:00,8.799100,46.173990,ReturningToStation,81
Via ai Monti 8,6600,Locarno,Ticino,46.173900,8.799000,Husqvarna,Automower 315,HUSQ-315-9001,Lago Verde,3.2.1,2021-03-15,2024-06-25,5000,Europe/Zurich,2024-06-08 11:14:00,8.799000,46.173900,StationCharging,81
Via ai Monti 8,6600,Locarno,Ticino,46.173900,8.799000,Husqvarna,Automower 315,HUSQ-315-9001,Lago Verde,3.2.1,2021-03-15,2024-06-25,5000,Europe/Zurich,2024-06-08 11:30:00,8.799000,46.173900,StationChargingCompleted,100
Chemin du Pré Fleuri 12,1208,Genève,Geneva,46.193800,6.170200,Bosch,Indego S+ 400,BOS-I400-1938,PelousePro,1.8.4,15 Mar 2021,05 Jun 2024,5001,UTC,2024-03-17 08:00:00,6.170200,46.193800,StationChargingCompleted,100
Chemin du Pré Fleuri 12,1208,Genève,Geneva,46.193800,6.170200,Bosch,Indego S+ 400,BOS-I400-1938,PelousePro,1.8.4,15 Mar 2021,05 Jun 2024,5001,UTC,2024-03-17 08:06:00,6.170253,46.193833,Mowing,99
Chemin du Pré Fleuri 12,1208,Genève,Geneva,46.193800,6.170200,Bosch,Indego S+ 400,BOS-I400-1938,PelousePro,1.8.4,15 Mar 2021,05 Jun 2024,5001,UTC,2024-03-17 08:12:00,6.170152,46.193850,Mowing,97
Chemin du Pré Fleuri 12,1208,Genève,Geneva,46.193800,6.170200,Bosch,Indego S+ 400,BOS-I400-1938,PelousePro,1.8.4,15 Mar 2021,05 Jun 2024,5001,UTC,2024-03-17 08:19:00,6.170219,46.193777,Mowing,95
